year,iso3,country,region,gdppc,pm25_concentration,population
2009,TZA,Tanzania,Africa,688.710388183594,8.69,43633977
2009,THA,Thailand,Asia,4154.18744707842,25.67,68121076
2010,AFG,Afghanistan,Asia,562.499221552971,11.93,28284088
2010,ALB,Albania,Europe,4094.34968570481,9.72,2928730
2010,DZA,Algeria,Africa,4958.2593791361,5.44,36188236
2010,ASM,American Samoa,Oceania,10446.8632062572,0.1,55245
2010,AND,Andorra,Europe,48237.8911738235,5.17,80726
2010,AGO,Angola,Africa,3586.66369358621,15.7,23294821
2010,ATG,Antigua and Barbuda,North America,15149.7235026029,0.54,85337
2010,ARG,Argentina,South America,10385.9644319555,6.82,41288694
2010,ARM,Armenia,Asia,3143.0294799683,18.59,2931083
2010,ABW,Aruba,North America,24452.5887394376,1.31,100127
2010,AUS,Australia,Oceania,52147.0241942843,2.4,22141583
2010,AUT,Austria,Europe,46903.7615854343,13.7,8365087
2010,AZE,Azerbaijan,Asia,5843.5337683582,16.94,9146852
2010,BHS,Bahamas,North America,27046.6576651879,1.55,367482
2010,BHR,Bahrain,Asia,21186.8143292279,17.25,1213250
2010,BGD,Bangladesh,Asia,776.835743954765,47.67,152201977
2010,BRB,Barbados,North America,16507.4305360907,0.54,275250
2010,BLR,Belarus,Europe,6034.67885177216,16.96,9490752
2010,BEL,Belgium,Europe,44184.946353964,15.48,10936620
2010,BLZ,Belize,North America,5399.06209583265,2.97,320256
2010,BEN,Benin,Africa,1009.48949478478,14.34,9797488
2010,BMU,Bermuda,North America,101875.28407346,1.13,63748
2010,BTN,Bhutan,Asia,2371.97209032796,20.59,701639
2010,BOL,Bolivia,South America,1922.05857050664,14.47,10182345
2010,BIH,Bosnia and Herzegovina,Europe,4506.93235205533,11.64,3811480
2010,BWA,Botswana,Africa,6041.73205119653,17.73,2033110
2010,BRA,Brazil,South America,11249.2918904352,8.83,193701931
2010,BRN,Brunei Darussalam,Asia,34609.7119829323,7.97,392340
2010,BGR,Bulgaria,Europe,6863.66706774052,13.09,7437594
2010,BFA,Burkina Faso,Africa,627.270395707064,5.08,16176504
2010,BDI,Burundi,Africa,222.660583208376,15.6,9376447
2010,KHM,Cambodia,Asia,782.695738595564,15.83,14500732
2010,CMR,Cameroon,Africa,1383.81386413817,15.58,19668064
2010,CAN,Canada,North America,47560.6666009406,6.58,34196901
2010,CPV,Cape Verde,Africa,3500.97746776661,0.9,509794
2010,CYM,Cayman Islands,North America,76873.1953208127,1.89,54119
2010,CAF,Central African Republic,Africa,459.776981833241,16.76,4493001
2010,TCD,Chad,Africa,896.876704620394,5.84,12312582
2010,CHL,Chile,South America,12764.5931178671,12.32,17181462
2010,CHN,China,Asia,4550.47394356715,44.12,1351561511
2010,COL,Colombia,South America,6392.75802564031,9.71,44777325
2010,COM,Comoros,Africa,1384.06328257479,1.89,654845
2010,CRI,Costa Rica,North America,8147.24398493375,1.84,4555965
2010,CIV,Cote d'Ivoire,Africa,1654.17795949757,10.61,22488068
2010,HRV,Croatia,Europe,13697.4521970764,12.43,4301152
2010,CUB,Cuba,North America,5275.53260105122,2.92,11297413
2010,CYP,Cyprus,Asia,31105.02734375,7.39,1127825
2010,CZE,Czech Republic,Europe,19960.0684872157,21.51,10464035
2010,COD,Dem. Rep. Congo,Africa,324.827726109271,20.86,68563037
2010,DNK,Denmark,Europe,58041.3984363385,8.86,5547866
2010,DJI,Djibouti,Africa,1227.82085311429,6.92,930251
2010,DMA,Dominica,North America,7182.40020254419,0.9,68872
2010,DOM,Dominican Republic,North America,5509.56803417837,3.22,9820181
2010,ECU,Ecuador,South America,4546.57877452911,10.96,15076695
2010,EGY,Egypt,Africa,2509.77203417522,7.63,89196070
2010,SLV,El Salvador,North America,3017.3073947577,7.14,6068252
2010,GNQ,Equatorial Guinea,Africa,14905.5145764646,15.65,1189096
2010,ERI,Eritrea,Africa,504.972460176652,6.84,2945185
2010,EST,Estonia,Europe,14663.0446126465,9.75,1331450
2010,ETH,Ethiopia,Africa,335.438495270931,11.97,90538520
2010,FRO,Faeroe Islands,Europe,48167.6675141519,1.12,48189
2010,FJI,Fiji,Oceania,3469.14964254878,0.17,910426
2010,FIN,Finland,Europe,46505.3031791811,7.49,5363347
2010,FRA,France,Europe,40676.0647913181,11.63,63417366
2010,PYF,French Polynesia,Oceania,21447.8582553167,0.11,270589
2010,GAB,Gabon,Africa,8399.59734808121,17.57,1719883
2010,GMB,Gambia,Africa,796.631829179134,3.75,1926635
2010,GEO,Georgia,Asia,3281.72930937343,15.46,3895933
2010,DEU,Germany,Europe,41572.4559481507,15.24,80830917
2010,GHA,Ghana,Africa,1258.96419689048,14.35,25475001
2010,GRC,Greece,Europe,26716.6488260274,10.68,11124665
2010,GRL,Greenland,North America,43988.5280290494,0.9,56634
2010,GRD,Grenada,North America,6760.97488416081,0.6,111601
2010,GUM,Guam,Oceania,30011.2185803948,0.2,166533
2010,GTM,Guatemala,North America,2852.55759284808,8.0,14500117
2010,GIN,Guinea,Africa,667.281601897555,5.79,10396091
2010,GNB,Guinea-Bissau,Africa,599.859967945903,4.24,1566350
2010,GUY,Guyana,South America,4589.87249766592,1.22,749258
2010,HTI,Haiti,North America,1204.86206528423,4.07,9803299
2010,HND,Honduras,North America,1874.27170372599,6.04,8365882
2010,HKG,Hong Kong,Asia,32550.136489179,26.4,7101612
2010,HUN,Hungary,Europe,13217.5045951108,18.73,9979129
2010,ISL,Iceland,Europe,43237.0729488958,1.24,318163
2010,IND,India,Asia,1350.63447029137,43.17,1243481564
2010,IDN,Indonesia,Asia,3094.44307866403,10.26,246305326
2010,IRN,Iran,Asia,6458.57395613765,12.42,77420852
2010,IRQ,Iraq,Asia,4430.42624189518,14.9,31045365
2010,IRL,Ireland,Europe,48663.6004439251,4.4,4559083
2010,IMN,Isle of Man,Europe,70625.2062497235,6.17,83883
2010,ISR,Israel,Asia,31266.6053174383,7.42,7336737
2010,ITA,Italy,Europe,36035.6449950691,12.13,60164212
2010,JAM,Jamaica,North America,4835.79108651148,2.14,2748573
2010,JPN,Japan,Asia,44968.1562349739,10.92,128185273
2010,JOR,Jordan,Asia,3914.70123105389,7.05,7297045
2010,KAZ,Kazakhstan,Asia,9070.48825285747,10.01,16836809
2010,KEN,Kenya,Africa,1093.63962367926,8.5,41598570
2010,KIR,Kiribati,Oceania,1528.89975749675,0.16,108717
2010,KWT,Kuwait,Asia,39212.4653757405,19.82,2943372
2010,KGZ,Kyrgyzstan,Asia,880.038521818228,12.46,5491763
2010,LAO,Laos,Asia,1127.83482203842,29.48,6334198
2010,LVA,Latvia,Europe,11420.9940032836,12.79,2097834
2010,LBN,Lebanon,Asia,7695.24541457279,8.41,5041290
2010,LSO,Lesotho,Africa,1104.8115468317,14.33,1996257
2010,LBR,Liberia,Africa,497.020365397034,6.59,4058897
2010,LBY,Libya,Africa,11611.3623534766,4.24,6497838
2010,LIE,Liechtenstein,Europe,141466.827324144,8.54,36021
2010,LTU,Lithuania,Europe,11987.508411647,15.98,3097719
2010,LUX,Luxembourg,Europe,110885.991378721,12.56,507418
2010,MAC,Macao,Asia,50676.3870819204,33.34,562810
2010,MKD,Macedonia,Europe,4833.36586759968,10.64,2051510
2010,MDG,Madagascar,Africa,459.375407996579,3.39,22183343
2010,MWI,Malawi,Africa,688.139191185368,11.21,14826466
2010,MYS,Malaysia,Asia,8880.14580454109,12.25,28655771
2010,MDV,Maldives,Asia,7158.06141101431,2.46,360801
2010,MLI,Mali,Africa,688.327865858558,3.44,15945201
2010,MLT,Malta,Europe,21798.9142935915,4.73,422652
2010,MHL,Marshall Islands,Oceania,3007.14236561261,0.09,52065
2010,MRT,Mauritania,Africa,1646.13042756814,1.59,3390967
2010,MUS,Mauritius,Africa,8000.37643182154,0.38,1282710
2010,MEX,Mexico,North America,9823.16407459477,12.84,113623897
2010,FSM,Micronesia,Oceania,2760.0113395546,0.11,107558
2010,MDA,Moldova,Europe,2436.79935102421,15.99,3631993
2010,MCO,Monaco,Europe,161780.745361248,11.15,33187
2010,MNG,Mongolia,Asia,2660.28817507398,5.22,2701738
2010,MNE,Montenegro,Europe,6688.40259641346,8.89,632090
2010,MAR,Morocco,Africa,3067.85180664063,5.39,32467008
2010,MOZ,Mozambique,Africa,494.584022000439,8.53,22999235
2010,MMR,Myanmar,Asia,1003.03345506033,20.65,49024376
2010,NAM,Namibia,Africa,5445.42006302741,9.84,2109813
2010,NRU,Nauru,Oceania,4644.35549364565,0.2,10067
2010,NPL,Nepal,Asia,589.165434913038,40.35,27341955
2010,NLD,Netherlands,Europe,50999.7451168879,15.11,16771232
2010,NCL,New Caledonia,Oceania,37494.8952028518,0.34,261580
2010,NZL,New Zealand,Oceania,33676.7741239925,1.59,4347767
2010,NIC,Nicaragua,North America,1495.72918990272,3.17,5737451
2010,NER,Niger,Africa,471.61268796898,4.04,16548832
2010,NGA,Nigeria,Africa,2280.11128904338,18.12,166642887
2010,MNP,Northern Mariana Islands,Oceania,14772.4961635883,0.3,54108
2010,NOR,Norway,Europe,88163.2085931423,3.9,4889160
2010,OMN,Oman,Asia,22552.1990071233,9.51,2757451
2010,PAK,Pakistan,Asia,1011.59718017727,32.97,199239047
2010,PLW,Palau,Oceania,10149.637035053,0.18,18418
2010,PAN,Panama,North America,8124.55830734871,1.38,3628537
2010,PNG,Papua New Guinea,Oceania,1879.24055902232,1.08,7633523
2010,PRY,Paraguay,South America,4725.72634101583,9.72,5737974
2010,PER,Peru,South America,5047.2046433225,16.37,29086021
2010,PHL,Philippines,Asia,2201.77682813479,8.24,96337126
2010,POL,Poland,Europe,12504.2501856093,26.28,38095356
2010,PRT,Portugal,Europe,22520.6423124045,6.76,10578659
2010,PRI,Puerto Rico,North America,26435.74878578,1.51,3714835
2010,QAT,Qatar,Asia,73021.3097525035,19.83,1709240
2010,COG,Republic of Congo,Africa,2962.76248130765,24.74,4462303
2010,ROU,Romania,Europe,8397.80917311457,16.39,20432576
2010,RUS,Russia,Europe,10674.990234375,15.04,143934468
2010,RWA,Rwanda,Africa,594.115673355408,16.83,10317559
2010,KNA,Saint Kitts and Nevis,North America,16427.6210053903,0.62,46871
2010,LCA,Saint Lucia,North America,8672.21566785729,0.85,170920
2010,VCT,Saint Vincent and the Grenadines,North America,6590.98957888616,0.61,109976
2010,WSM,Samoa,Oceania,3494.39522455198,0.1,193035
2010,SMR,San Marino,Europe,59516.3233988223,11.18,30648
2010,STP,Sao Tome and Principe,Africa,1043.28142666295,8.35,181811
2010,SAU,Saudi Arabia,Asia,17958.9444813361,11.17,25157135
2010,SEN,Senegal,Africa,1286.60496647046,2.92,12635418
2010,SRB,Serbia,Europe,5735.42285659849,14.42,7395872
2010,SYC,Seychelles,Africa,10934.79494629,0.53,94993
2010,SLE,Sierra Leone,Africa,400.540743708337,5.82,6222715
2010,SGP,Singapore,Asia,47236.683084953,12.22,5077019
2010,SVK,Slovakia,Europe,16908.8479564876,20.85,5391857
2010,SVN,Slovenia,Europe,23532.4808545468,12.28,2044612
2010,SLB,Solomon Islands,Oceania,1661.99788468931,0.21,532977
2010,SOM,Somalia,Africa,223.487606875311,3.52,12261762
2010,ZAF,South Africa,Africa,8059.56279824609,19.0,52344045
2010,KOR,South Korea,Asia,23079.2601257735,21.54,48769330
2010,SSD,South Sudan,Africa,1503.13388901082,10.5,9745954
2010,ESP,Spain,Europe,30532.4805081656,6.87,46840470
2010,LKA,Sri Lanka,Asia,2836.97410911231,6.95,20879090
2010,PSE,State of Palestine,Asia,2557.07562356699,7.86,4016915
2010,SDN,Sudan,Africa,1356.89465332031,5.66,35414403
2010,SUR,Suriname,South America,7999.50739437676,0.76,549932
2010,SWZ,Swaziland,Africa,4035.53448063299,17.16,1111650
2010,SWE,Sweden,Europe,52869.0442891587,6.53,9378234
2010,CHE,Switzerland,Europe,76531.3729407691,11.46,7825751
2010,SYR,Syria,Asia,2748.32269383475,10.93,22482418
2010,TJK,Tajikistan,Asia,740.276134899351,25.01,7652144
2010,TZA,Tanzania,Africa,730.782348632813,8.8,44758489
2010,THA,Thailand,Asia,4996.37209760091,26.45,68579442
2011,AFG,Afghanistan,Asia,608.738850364613,11.97,29347709
2011,ALB,Albania,Europe,4437.14116097061,9.99,2911500
2011,DZA,Algeria,Africa,5974.57008682611,5.29,36903375
2011,ASM,American Samoa,Oceania,10495.3047320935,0.1,54917
2011,AND,Andorra,Europe,51428.1969515188,6.08,77801
2011,AGO,Angola,Africa,4608.15516572683,16.21,24218358
2011,ATG,Antigua and Barbuda,North America,14774.0321811278,0.5,86349
2011,ARG,Argentina,South America,12848.7391514568,7.51,41730655
2011,ARM,Armenia,Asia,3462.68177840431,15.26,2923267
2011,ABW,Aruba,North America,26043.1563253011,1.36,100994
2011,AUS,Australia,Oceania,62609.6607161044,2.74,22479778
2011,AUT,Austria,Europe,51442.2762464407,13.49,8393272
2011,AZE,Azerbaijan,Asia,7189.81869211976,14.85,9256154
2011,BHS,Bahamas,North America,26644.9265775896,1.61,371738
2011,BHR,Bahrain,Asia,23741.5574626702,16.03,1206734
2011,BGD,Bangladesh,Asia,856.178832752419,47.53,153591075
2011,BRB,Barbados,North America,16924.066921731,0.49,276149
2011,BLR,Belarus,Europe,6527.6593428786,13.72,9472737
2011,BEL,Belgium,Europe,47410.5669277464,13.42,11038627
2011,BLZ,Belize,North America,5519.3390084833,4.49,327307
2011,BEN,Benin,Africa,1099.4143107361,12.21,10093626
2011,BMU,Bermuda,North America,97774.1620717428,1.03,63751
2011,BTN,Bhutan,Asia,2717.44994790904,18.69,709387
2011,BOL,Bolivia,South America,2304.98246161085,9.0,10348932
2011,BIH,Bosnia and Herzegovina,Europe,4980.90468838995,12.37,3741800
2011,BWA,Botswana,Africa,7080.77864262565,14.2,2073537
2011,BRA,Brazil,South America,13200.5562348789,8.24,195284736
2011,BRN,Brunei Darussalam,Asia,46139.1075759182,7.74,399395
2011,BGR,Bulgaria,Europe,7857.16706984441,11.23,7380021
2011,BFA,Burkina Faso,Africa,727.612474511645,5.47,16661907
2011,BDI,Burundi,Africa,236.451347486235,17.51,9717980
2011,KHM,Cambodia,Asia,880.310304428913,13.69,14722587
2011,CMR,Cameroon,Africa,1497.92658566017,13.14,20232312
2011,CAN,Canada,North America,52223.8588398531,6.57,34555450
2011,CPV,Cape Verde,Africa,3880.06920520905,1.29,511453
2011,CYM,Cayman Islands,North America,75435.6152271054,1.9,55630
2011,CAF,Central African Republic,Africa,515.209503489402,17.11,4565022
2011,TCD,Chad,Africa,988.194160047305,5.58,12755003
2011,CHL,Chile,South America,14637.7561550875,13.58,17351811
2011,CHN,China,Asia,5614.38602225277,41.63,1360250657
2011,COL,Colombia,South America,7392.94359822972,6.39,45259614
2011,COM,Comoros,Africa,1526.83263942681,1.96,668064
2011,CRI,Costa Rica,North America,9137.4551007756,1.9,4609834
2011,CIV,Cote d'Ivoire,Africa,1701.7046397995,12.63,22982002
2011,HRV,Croatia,Europe,14664.3690796915,12.88,4280827
2011,CUB,Cuba,North America,6106.0067919258,3.16,11301577
2011,CYP,Cyprus,Asia,32485.802734375,6.59,1146492
2011,CZE,Czech Republic,Europe,21871.2660754128,17.84,10495508
2011,COD,Dem. Rep. Congo,Africa,376.374981129973,21.59,70849311
2011,DNK,Denmark,Europe,61753.647131977,10.09,5570846
2011,DJI,Djibouti,Africa,1322.72625083956,8.34,948566
2011,DMA,Dominica,North America,7288.49794777466,0.74,69072
2011,DOM,Dominican Republic,North America,5859.381524313,2.87,9945622
2011,ECU,Ecuador,South America,5183.62370033118,7.35,15326231
2011,EGY,Egypt,Africa,2645.6225349104,6.21,91093068
2011,SLV,El Salvador,North America,3304.97418347889,9.74,6090128
2011,GNQ,Equatorial Guinea,Africa,18659.4160247571,15.02,1241843
2011,ERI,Eritrea,Africa,643.790042311239,6.84,2998493
2011,EST,Estonia,Europe,17487.8047830922,7.53,1327366
2011,ETH,Ethiopia,Africa,348.001348291465,13.51,93149977
2011,FRO,Faeroe Islands,Europe,51786.480991824,1.4,47957
2011,FJI,Fiji,Oceania,4160.72119311815,0.12,912991
2011,FIN,Finland,Europe,51148.9316365833,6.82,5388236
2011,FRA,France,Europe,43846.4660764798,11.5,63733777
2011,PYF,French Polynesia,Oceania,21747.9888416729,0.11,271732
2011,GAB,Gabon,Africa,10273.798444898,16.36,1781986
2011,GMB,Gambia,Africa,705.47749534881,3.73,1983784
2011,GEO,Georgia,Asia,4119.66818307193,12.17,3868723
2011,DEU,Germany,Europe,46705.8957963353,12.7,80857877
2011,GHA,Ghana,Africa,1501.05917129856,13.81,26095090
2011,GRC,Greece,Europe,25483.8825644931,8.99,11108841
2011,GRL,Greenland,North America,47186.8759969388,0.79,56853
2011,GRD,Grenada,North America,6775.74927822931,0.55,112095
2011,GUM,Guam,Oceania,30087.7155914011,0.28,166554
2011,GTM,Guatemala,North America,3228.03827784076,9.6,14792122
2011,GIN,Guinea,Africa,644.502548659895,6.89,10656812
2011,GNB,Guinea-Bissau,Africa,719.118765750612,5.05,1608084
2011,GUY,Guyana,South America,4960.00472639074,1.15,746158
2011,HTI,Haiti,North America,1306.84531878112,3.79,9914904
2011,HND,Honduras,North America,2053.95969493403,8.83,8540587
2011,HKG,Hong Kong,Asia,35142.4879344543,26.41,7142969
2011,HUN,Hungary,Europe,14234.471576937,17.93,9946675
2011,ISL,Iceland,Europe,47714.5922308485,1.28,319140
2011,IND,India,Asia,1449.60330101112,41.63,1261224952
2011,IDN,Indonesia,Asia,3613.8008884858,8.41,249470029
2011,IRN,Iran,Asia,8201.58167797696,11.91,78383602
2011,IRQ,Iraq,Asia,5736.89895897239,14.53,32161425
2011,IRL,Ireland,Europe,52219.7057327581,4.79,4579604
2011,IMN,Isle of Man,Europe,77838.3764409883,6.94,84397
2011,ISR,Israel,Asia,34354.7161182231,6.75,7471021
2011,ITA,Italy,Europe,38649.6394836789,12.88,60367882
2011,JAM,Jamaica,North America,5259.93175297891,2.14,2760492
2011,JPN,Japan,Asia,48760.0789494211,9.57,128096431
2011,JOR,Jordan,Asia,4152.49398098582,7.01,7480430
2011,KAZ,Kazakhstan,Asia,11633.9985836418,9.5,17065997
2011,KEN,Kenya,Africa,1099.31546497439,9.47,42758466
2011,KIR,Kiribati,Oceania,1783.77176374565,0.15,110661
2011,KWT,Kuwait,Asia,48997.3937159758,20.42,3132816
2011,KGZ,Kyrgyzstan,Asia,1123.88314370665,11.13,5594537
2011,LAO,Laos,Asia,1363.72485647521,22.9,6426595
2011,LVA,Latvia,Europe,13338.9622350852,9.62,2059940
2011,LBN,Lebanon,Asia,7914.1095681645,8.0,5096018
2011,LSO,Lesotho,Africa,1265.85794508512,12.27,2014015
2011,LBR,Liberia,Africa,573.526422156584,9.66,4221178
2011,LBY,Libya,Africa,7784.13635877527,3.38,6343210
2011,LIE,Liechtenstein,Europe,158603.608966707,9.25,36295
2011,LTU,Lithuania,Europe,14376.9478643932,12.07,3028642
2011,LUX,Luxembourg,Europe,119025.057203467,10.81,518583
2011,MAC,Macao,Asia,64528.3628232928,31.39,575645
2011,MKD,Macedonia,Europe,5416.86672931659,10.83,2040442
2011,MDG,Madagascar,Africa,516.902539255093,3.76,22822305
2011,MWI,Malawi,Africa,769.052599195882,11.81,15265026
2011,MYS,Malaysia,Asia,10209.3719445027,12.1,29162033
2011,MDV,Maldives,Asia,7409.33190911542,2.4,373682
2011,MLI,Mali,Africa,810.182556036129,3.94,16469051
2011,MLT,Malta,Europe,23155.103527089,4.49,424634
2011,MHL,Marshall Islands,Oceania,3247.89998088945,0.08,51927
2011,MRT,Mauritania,Africa,1919.45227079679,1.74,3502814
2011,MUS,Mauritius,Africa,9197.04299089459,0.38,1286271
2011,MEX,Mexico,North America,10766.6099402311,15.25,115243504
2011,FSM,Micronesia,Oceania,2885.44124871393,0.05,107713
2011,MDA,Moldova,Europe,2941.36224066021,15.04,3557278
2011,MCO,Monaco,Europe,179369.268180394,12.68,33968
2011,MNG,Mongolia,Asia,3793.74365523458,5.59,2745182
2011,MNE,Montenegro,Europe,7328.78943085498,9.01,632691
2011,MAR,Morocco,Africa,3302.453125,4.7,32912586
2011,MOZ,Mozambique,Africa,615.278659781153,8.25,23649044
2011,MMR,Myanmar,Asia,1204.49647224228,18.23,49419824
2011,NAM,Namibia,Africa,5873.05938103204,9.6,2146330
2011,NRU,Nauru,Oceania,6328.10267224703,0.2,10116
2011,NPL,Nepal,Asia,791.225582105683,37.39,27464499
2011,NLD,Netherlands,Europe,54230.3129029852,13.32,16851061
2011,NCL,New Caledonia,Oceania,40697.6528593173,0.33,266547
2011,NZL,New Zealand,Oceania,38388.5280906616,1.78,4382702
2011,NIC,Nicaragua,North America,1644.79935412236,3.8,5819054
2011,NER,Niger,Africa,507.602495302453,4.76,17176286
2011,NGA,Nigeria,Africa,2504.87910104512,14.53,171379601
2011,MNP,Northern Mariana Islands,Oceania,13880.4265041889,0.3,53632
2011,NOR,Norway,Europe,101221.813476644,4.99,4952968
2011,OMN,Oman,Asia,24166.0963053624,9.59,3076761
2011,PAK,Pakistan,Asia,1161.04432084751,30.34,203746069
2011,PLW,Palau,Oceania,10903.1752536172,0.11,18097
2011,PAN,Panama,North America,9403.43990821634,1.4,3693508
2011,PNG,Papua New Guinea,Oceania,2303.8266113635,1.2,7859350
2011,PRY,Paraguay,South America,5776.2818479967,7.69,5814634
2011,PER,Peru,South America,5826.83230656078,15.21,29304083
2011,PHL,Philippines,Asia,2431.19996066282,7.18,98248616
2011,POL,Poland,Europe,13776.3883624327,21.07,38208644
2011,PRT,Portugal,Europe,23217.2954965207,7.63,10557049
2011,PRI,Puerto Rico,North America,27278.8830499205,1.45,3683711
2011,QAT,Qatar,Asia,92992.9971307452,18.8,1810958
2011,COG,Republic of Congo,Africa,3415.06237416639,25.09,4609728
2011,ROU,Romania,Europe,9560.15942530942,15.37,20282008
2011,RUS,Russia,Europe,14305.33203125,11.57,144043751
2011,RWA,Rwanda,Africa,650.936675868246,17.86,10573742
2011,KNA,Saint Kitts and Nevis,North America,17571.984460028,0.6,46916
2011,LCA,Saint Lucia,North America,9110.75181022028,0.83,171813
2011,VCT,Saint Vincent and the Grenadines,North America,6566.482713176,0.59,109366
2011,WSM,Samoa,Oceania,3789.62699537622,0.1,194726
2011,SMR,San Marino,Europe,55815.2852611454,12.3,32194
2011,STP,Sao Tome and Principe,Africa,1217.21206404444,9.06,185665
2011,SAU,Saudi Arabia,Asia,22441.5741087607,11.26,26105636
2011,SEN,Senegal,Africa,1383.53911649626,3.0,12958902
2011,SRB,Serbia,Europe,6809.15980400146,15.04,7364857
2011,SYC,Seychelles,Africa,12110.0937461973,0.69,97041
2011,SLE,Sierra Leone,Africa,443.451842171273,7.75,6387259
2011,SGP,Singapore,Asia,53891.4570264372,10.57,5182242
2011,SVK,Slovakia,Europe,18509.7402157541,19.23,5398104
2011,SVN,Slovenia,Europe,25128.0150431304,13.02,2048805
2011,SLB,Solomon Islands,Oceania,1921.35635220457,0.14,552957
2011,SOM,Somalia,Africa,237.868451296558,3.8,12348829
2011,ZAF,South Africa,Africa,8737.04126942435,17.5,52995210
2011,KOR,South Korea,Asia,25097.595426845,19.69,49127641
2011,SSD,South Sudan,Africa,1455.35840718862,11.36,10288111
2011,ESP,Spain,Europe,31677.9003083652,8.34,46998040
2011,LKA,Sri Lanka,Asia,3248.0402104632,6.95,21009054
2011,PSE,State of Palestine,Asia,2880.79843707909,7.34,4115912
2011,SDN,Sudan,Africa,1391.42565917969,5.89,36140807
2011,SUR,Suriname,South America,8009.25230244723,0.85,556279
2011,SWZ,Swaziland,Africa,4360.95996745324,15.24,1117845
2011,SWE,Sweden,Europe,60755.7595508465,6.75,9449262
2011,CHE,Switzerland,Europe,90476.7589651577,11.3,7914378
2011,SYR,Syria,Asia,2971.2824338307,10.0,22878103
